Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3571047092
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
854000	-49.611909	397	0.000214	1	10	'Z Z Z 0 Z 0 0 0 0 0 0 Z Z Z 0 Z Z 0 0 Z 	0.000000	0.000000	0.000000	2.014925	0.000000	2.014925	2.014925	2.014925	2.014925	2.014925	2.014925	0.000000	0.000000	0.000000	2.014925	0.000000	0.000000	2.014925	2.014925	0.000000	0.003247	0.359615	0.127219	0.003360	0.506559	
855000	-52.366872	619	0.000214	1	11	'Z 0 Z Z Z Z Z 0 0 0 0 0 Z Z 0 0 Z Z 0 Z 	0.000000	2.163462	0.000000	0.000000	0.000000	0.000000	0.000000	2.163462	2.163462	2.163462	2.163462	2.163462	0.000000	0.000000	2.163462	2.163462	0.000000	0.000000	2.163462	0.000000	0.053637	0.000860	0.491663	0.387475	0.066364	
856000	-49.495548	327	0.000214	1	5	'Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	1.698826	1.698826	1.698826	1.698826	1.698826	1.698826	1.698826	1.698826	1.698826	1.698826	0.000000	1.698826	1.698826	1.698826	1.698826	0.000000	0.000000	1.698826	0.000000	0.058448	0.245238	0.339711	0.298641	0.057962	
857000	-49.717937	956	0.000209	1	4	'0 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 Z 0 Z 0 Z 	1.803206	1.803206	1.803206	1.803206	1.803206	1.803206	1.803206	1.803206	1.803206	1.803206	0.000000	1.803206	1.803206	1.803206	1.803206	0.000000	1.803206	0.000000	1.803206	0.000000	0.066390	0.240928	0.051801	0.635325	0.005556	
858000	-51.202529	369	0.000484	1	5	'Z Z 0 0 0 0 0 0 0 0 Z 0 Z 0 0 Z 0 0 0 0 	0.000000	0.000000	1.651713	1.651713	1.651713	1.651713	1.651713	1.651713	1.651713	1.651713	0.000000	1.651713	0.000000	1.651713	1.651713	0.000000	1.651713	1.651713	1.651713	1.651713	0.052257	0.207548	0.313313	0.221139	0.205744	
859000	-52.907347	142	0.000484	1	6	'0 Z 0 Z Z 0 0 Z 0 Z 0 0 0 0 0 Z 0 0 0 0 	1.742685	0.000000	1.742685	0.000000	0.000000	1.742685	1.742685	0.000000	1.742685	0.000000	1.742685	1.742685	1.742685	1.742685	1.742685	0.000000	1.742685	1.742685	1.742685	1.742685	0.039883	0.204013	0.331639	0.217758	0.206708	
860000	-51.661538	330	0.000484	1	6	'Z Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 Z Z 0 0 Z 	0.000000	0.000000	1.690317	1.690317	1.690317	1.690317	0.000000	1.690317	1.690317	1.690317	1.690317	1.690317	1.690317	1.690317	1.690317	0.000000	0.000000	1.690317	1.690317	0.000000	0.048583	0.180354	0.343203	0.257200	0.170659	
861000	-54.473055	940	0.000484	1	7	'Z 0 Z 0 0 0 0 0 0 0 Z Z 0 0 Z Z 0 Z 0 0 	0.000000	2.275281	0.000000	2.275281	2.275281	2.275281	2.275281	2.275281	2.275281	2.275281	0.000000	0.000000	2.275281	2.275281	0.000000	0.000000	2.275281	0.000000	2.275281	2.275281	0.038587	0.217438	0.272796	0.254020	0.217159	
862000	-50.829443	30	0.000484	1	4	'Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 0 0 0 Z 0 0 	0.000000	1.600791	1.600791	1.600791	1.600791	1.600791	1.600791	1.600791	1.600791	1.600791	0.000000	1.600791	0.000000	1.600791	1.600791	1.600791	1.600791	0.000000	1.600791	1.600791	0.044017	0.209903	0.319172	0.231729	0.195179	
863000	-53.299554	881	0.000484	1	8	'Z Z 0 0 Z 0 Z 0 0 0 0 Z 0 0 0 0 Z Z Z 0 	0.000000	0.000000	2.006938	2.006938	0.000000	2.006938	0.000000	2.006938	2.006938	2.006938	2.006938	0.000000	2.006938	2.006938	2.006938	2.006938	0.000000	0.000000	0.000000	2.006938	0.035647	0.211247	0.415795	0.241406	0.095905	
864000	-52.897257	55	0.000484	1	9	'Z 0 0 Z 0 0 0 Z 0 0 Z Z Z 0 0 0 Z Z Z 0 	0.000000	2.306378	2.306378	0.000000	2.306378	2.306378	2.306378	0.000000	2.306378	2.306378	0.000000	0.000000	0.000000	2.306378	2.306378	2.306378	0.000000	0.000000	0.000000	2.306378	0.033047	0.163797	0.107307	0.307246	0.388603	
865000	-49.021731	981	0.000484	1	8	'Z Z 0 0 0 0 0 Z 0 0 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	0.000000	1.954633	1.954633	1.954633	1.954633	1.954633	0.000000	1.954633	1.954633	1.954633	1.954633	1.954633	0.000000	1.954633	0.000000	0.000000	0.000000	1.954633	0.000000	0.031347	0.236954	0.363111	0.187538	0.181050	
866000	-54.216362	744	0.000484	1	12	'Z 0 Z Z 0 0 Z Z 0 Z 0 0 Z Z 0 Z Z 0 Z Z 	0.000000	2.777778	0.000000	0.000000	2.777778	2.777778	0.000000	0.000000	2.777778	0.000000	2.777778	2.777778	0.000000	0.000000	2.777778	0.000000	0.000000	2.777778	0.000000	0.000000	0.023372	0.276593	0.286433	0.098749	0.314854	
867000	-53.001326	849	0.000484	1	6	'0 Z 0 0 0 0 Z Z Z 0 0 0 0 0 0 Z 0 0 0 Z 	1.803206	0.000000	1.803206	1.803206	1.803206	1.803206	0.000000	0.000000	0.000000	1.803206	1.803206	1.803206	1.803206	1.803206	1.803206	0.000000	1.803206	1.803206	1.803206	0.000000	0.051079	0.142773	0.355351	0.239680	0.211116	
868000	-51.513715	758	0.000484	1	7	'0 0 0 Z 0 0 Z Z 0 0 0 0 0 Z 0 Z Z Z 0 0 	1.899625	1.899625	1.899625	0.000000	1.899625	1.899625	0.000000	0.000000	1.899625	1.899625	1.899625	1.899625	1.899625	0.000000	1.899625	0.000000	0.000000	0.000000	1.899625	1.899625	0.043963	0.212561	0.347543	0.189835	0.206098	
869000	-51.070517	649	0.000484	1	5	'0 0 0 0 Z 0 Z 0 0 0 0 0 0 Z 0 Z 0 Z 0 0 	1.738197	1.738197	1.738197	1.738197	0.000000	1.738197	0.000000	1.738197	1.738197	1.738197	1.738197	1.738197	1.738197	0.000000	1.738197	0.000000	1.738197	0.000000	1.738197	1.738197	0.046416	0.250325	0.347507	0.169380	0.186371	
870000	-52.984050	375	0.000136	1	4	'0 0 0 0 Z 0 0 0 0 0 0 Z Z 0 0 0 0 0 0 Z 	1.593234	1.593234	1.593234	1.593234	0.000000	1.593234	1.593234	1.593234	1.593234	1.593234	1.593234	0.000000	0.000000	1.593234	1.593234	1.593234	1.593234	1.593234	1.593234	0.000000	0.125941	0.130404	0.191118	0.464035	0.088503	
871000	-50.799666	470	0.000136	1	6	'Z Z Z 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	1.759340	1.759340	0.000000	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	0.000000	1.759340	1.759340	1.759340	0.000000	0.000434	0.035023	0.578793	0.293104	0.092646	
872000	-52.749523	175	0.000136	1	5	'0 0 0 0 0 Z Z Z 0 0 0 0 0 0 0 Z Z 0 0 0 	1.808036	1.808036	1.808036	1.808036	1.808036	0.000000	0.000000	0.000000	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	0.000000	0.000000	1.808036	1.808036	1.808036	0.065472	0.000029	0.534502	0.127266	0.272731	
873000	-52.831387	522	0.000136	1	7	'0 0 Z 0 0 Z Z Z 0 0 Z 0 0 0 0 0 Z 0 0 Z 	2.131579	2.131579	0.000000	2.131579	2.131579	0.000000	0.000000	0.000000	2.131579	2.131579	0.000000	2.131579	2.131579	2.131579	2.131579	2.131579	0.000000	2.131579	2.131579	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
874000	-50.303011	451	0.000136	1	9	'0 Z 0 Z Z 0 0 Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.861213	0.000000	1.861213	0.000000	0.000000	1.861213	1.861213	0.000000	1.861213	1.861213	1.861213	1.861213	0.000000	1.861213	1.861213	0.000000	0.000000	0.000000	1.861213	0.000000	0.009041	0.027784	0.887126	0.064806	0.011243	
875000	-51.834926	11	0.000704	1	8	'0 Z Z 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 0 Z 0 Z 	1.962209	0.000000	0.000000	1.962209	1.962209	1.962209	1.962209	0.000000	1.962209	1.962209	1.962209	1.962209	0.000000	0.000000	1.962209	0.000000	1.962209	0.000000	1.962209	0.000000	0.047206	0.199476	0.334483	0.211847	0.206987	
876000	-51.437751	967	0.000704	1	11	'Z 0 Z Z 0 0 Z Z Z 0 0 0 Z Z 0 Z 0 Z 0 Z 	0.000000	2.235099	0.000000	0.000000	2.235099	2.235099	0.000000	0.000000	0.000000	2.235099	2.235099	2.235099	0.000000	0.000000	2.235099	0.000000	2.235099	0.000000	2.235099	0.000000	0.044913	0.213793	0.333999	0.205613	0.201683	
877000	-52.894869	994	0.000704	1	6	'Z 0 0 Z Z 0 0 0 Z 0 0 0 0 0 0 Z 0 0 0 Z 	0.000000	1.594488	1.594488	0.000000	0.000000	1.594488	1.594488	1.594488	0.000000	1.594488	1.594488	1.594488	1.594488	1.594488	1.594488	0.000000	1.594488	1.594488	1.594488	0.000000	0.044752	0.200570	0.332244	0.219953	0.202480	
878000	-49.359566	937	0.000392	1	8	'Z 0 Z Z Z Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	1.903195	0.000000	0.000000	0.000000	0.000000	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	0.000000	1.903195	0.000000	1.903195	0.000000	0.032961	0.182998	0.354919	0.236300	0.192821	
879000	-48.381176	795	0.000392	1	8	'Z 0 Z 0 0 0 0 Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 	0.000000	1.814516	0.000000	1.814516	1.814516	1.814516	1.814516	0.000000	1.814516	1.814516	1.814516	1.814516	0.000000	1.814516	1.814516	0.000000	0.000000	0.000000	1.814516	0.000000	0.043626	0.226006	0.377349	0.222146	0.130872	
880000	-48.993801	864	0.000392	1	8	'Z 0 0 0 0 0 Z 0 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	0.000000	2.196312	2.196312	2.196312	2.196312	2.196312	0.000000	2.196312	2.196312	2.196312	2.196312	0.000000	2.196312	0.000000	2.196312	0.000000	0.000000	0.000000	2.196312	0.000000	0.042740	0.325210	0.307138	0.099455	0.225457	
881000	-53.132933	219	0.000392	1	9	'Z Z Z 0 0 Z Z 0 0 0 Z 0 0 Z 0 Z 0 Z 0 0 	0.000000	0.000000	0.000000	2.439759	2.439759	0.000000	0.000000	2.439759	2.439759	2.439759	0.000000	2.439759	2.439759	0.000000	2.439759	0.000000	2.439759	0.000000	2.439759	2.439759	0.030451	0.130484	0.286210	0.294820	0.258034	
882000	-59.556484	204	0.001096	1	8	'Z 0 0 Z 0 0 Z Z 0 0 Z 0 0 Z 0 Z Z 0 0 0 	0.000000	2.068437	2.068437	0.000000	2.068437	2.068437	0.000000	0.000000	2.068437	2.068437	0.000000	2.068437	2.068437	0.000000	2.068437	0.000000	0.000000	2.068437	2.068437	2.068437	0.044635	0.199249	0.332759	0.223276	0.200081	
883000	-56.247713	416	0.001096	1	11	'Z 0 0 Z Z 0 Z Z 0 0 Z 0 0 Z 0 Z Z Z Z 0 	0.000000	2.718121	2.718121	0.000000	0.000000	2.718121	0.000000	0.000000	2.718121	2.718121	0.000000	2.718121	2.718121	0.000000	2.718121	0.000000	0.000000	0.000000	0.000000	2.718121	0.044601	0.209070	0.334836	0.223015	0.188478	
884000	-53.250719	689	0.001054	1	9	'Z 0 Z 0 Z 0 Z Z 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	0.000000	2.118201	0.000000	2.118201	0.000000	2.118201	0.000000	0.000000	2.118201	2.118201	2.118201	2.118201	2.118201	0.000000	2.118201	0.000000	2.118201	0.000000	2.118201	0.000000	0.043999	0.204733	0.333404	0.219787	0.198077	
885000	-50.839109	597	0.000278	1	8	'Z Z Z Z 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	1.952748	1.952748	1.952748	1.952748	1.952748	1.952748	0.000000	1.952748	1.952748	0.000000	1.952748	0.000000	1.952748	0.000000	1.952748	1.952748	0.000000	0.308398	0.366964	0.142294	0.182344	
886000	-49.209393	783	0.000278	1	6	'0 Z 0 Z 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 0 0 	1.883721	0.000000	1.883721	0.000000	1.883721	1.883721	1.883721	1.883721	1.883721	1.883721	0.000000	1.883721	1.883721	0.000000	1.883721	0.000000	1.883721	0.000000	1.883721	1.883721	0.031539	0.269905	0.325812	0.172284	0.200460	
887000	-49.346782	132	0.000278	1	9	'Z Z Z 0 Z 0 0 0 0 0 0 0 Z Z 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	1.762402	0.000000	1.762402	1.762402	1.762402	1.762402	1.762402	1.762402	1.762402	0.000000	0.000000	1.762402	1.762402	0.000000	0.000000	1.762402	0.000000	0.000285	0.280224	0.516281	0.151881	0.051330	
888000	-50.857410	840	0.000278	1	8	'Z 0 0 0 Z 0 Z 0 0 0 0 Z Z Z 0 Z 0 0 0 Z 	0.000000	2.060020	2.060020	2.060020	0.000000	2.060020	0.000000	2.060020	2.060020	2.060020	2.060020	0.000000	0.000000	0.000000	2.060020	0.000000	2.060020	2.060020	2.060020	0.000000	0.075201	0.247677	0.242073	0.048670	0.386379	
889000	-50.943972	858	0.000278	1	6	'Z 0 0 0 Z 0 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 Z 	0.000000	1.822682	1.822682	1.822682	0.000000	1.822682	1.822682	0.000000	1.822682	1.822682	1.822682	0.000000	1.822682	1.822682	1.822682	1.822682	1.822682	0.000000	1.822682	0.000000	0.082244	0.092839	0.219084	0.454790	0.151043	
890000	-46.858237	315	0.000278	1	11	'Z Z Z Z Z 0 0 0 0 0 0 Z Z Z 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	2.033133	2.033133	2.033133	2.033133	2.033133	2.033133	0.000000	0.000000	0.000000	2.033133	2.033133	0.000000	0.000000	2.033133	0.000000	0.000000	0.239238	0.446598	0.180478	0.133686	
891000	-50.535493	202	0.000278	1	9	'0 Z Z Z 0 Z 0 Z 0 0 Z 0 Z 0 0 Z Z 0 0 0 	2.083333	0.000000	0.000000	0.000000	2.083333	0.000000	2.083333	0.000000	2.083333	2.083333	0.000000	2.083333	0.000000	2.083333	2.083333	0.000000	0.000000	2.083333	2.083333	2.083333	0.008389	0.079960	0.424979	0.215634	0.271037	
892000	-49.351355	922	0.000278	1	7	'0 0 0 0 Z Z 0 Z 0 0 Z 0 0 Z 0 0 Z Z 0 0 	2.107180	2.107180	2.107180	2.107180	0.000000	0.000000	2.107180	0.000000	2.107180	2.107180	0.000000	2.107180	2.107180	0.000000	2.107180	2.107180	0.000000	0.000000	2.107180	2.107180	0.056588	0.050835	0.333326	0.312077	0.247174	
893000	-49.288107	376	0.000278	1	7	'Z 0 0 0 0 0 Z 0 0 0 0 Z Z Z 0 0 0 Z 0 Z 	0.000000	2.004950	2.004950	2.004950	2.004950	2.004950	0.000000	2.004950	2.004950	2.004950	2.004950	0.000000	0.000000	0.000000	2.004950	2.004950	2.004950	0.000000	2.004950	0.000000	0.051540	0.228123	0.345538	0.206813	0.167986	
894000	-49.601010	25	0.000278	1	5	'Z 0 0 0 Z 0 Z Z 0 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	1.625201	1.625201	1.625201	0.000000	1.625201	0.000000	0.000000	1.625201	1.625201	1.625201	1.625201	1.625201	1.625201	1.625201	1.625201	1.625201	0.000000	1.625201	1.625201	0.079570	0.032434	0.339253	0.248171	0.300573	
895000	-48.545951	658	0.000278	1	11	'0 0 Z Z Z 0 0 Z 0 0 Z 0 Z Z 0 Z Z Z 0 Z 	2.360140	2.360140	0.000000	0.000000	0.000000	2.360140	2.360140	0.000000	2.360140	2.360140	0.000000	2.360140	0.000000	0.000000	2.360140	0.000000	0.000000	0.000000	2.360140	0.000000	0.057057	0.335083	0.274624	0.305819	0.027417	
896000	-49.443497	352	0.000278	1	5	'0 0 Z Z Z 0 0 0 0 0 0 Z 0 0 0 0 0 Z 0 0 	1.604596	1.604596	0.000000	0.000000	0.000000	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	0.000000	1.604596	1.604596	1.604596	1.604596	1.604596	0.000000	1.604596	1.604596	0.017228	0.239150	0.198414	0.281088	0.264120	
897000	-49.577647	932	0.000278	1	7	'Z 0 Z Z 0 0 0 Z 0 0 Z 0 Z 0 0 0 0 Z 0 0 	0.000000	1.767016	0.000000	0.000000	1.767016	1.767016	1.767016	0.000000	1.767016	1.767016	0.000000	1.767016	0.000000	1.767016	1.767016	1.767016	1.767016	0.000000	1.767016	1.767016	0.007160	0.181961	0.203401	0.353257	0.254221	
898000	-50.635454	922	0.000185	1	9	'Z 0 Z Z 0 0 Z 0 0 0 0 Z Z Z 0 0 Z Z 0 0 	0.000000	1.939655	0.000000	0.000000	1.939655	1.939655	0.000000	1.939655	1.939655	1.939655	1.939655	0.000000	0.000000	0.000000	1.939655	1.939655	0.000000	0.000000	1.939655	1.939655	0.005457	0.234989	0.309536	0.209373	0.240645	
899000	-52.351743	406	0.000185	1	6	'Z 0 0 0 0 Z 0 Z 0 0 0 0 Z Z 0 0 Z 0 0 0 	0.000000	1.727816	1.727816	1.727816	1.727816	0.000000	1.727816	0.000000	1.727816	1.727816	1.727816	1.727816	0.000000	0.000000	1.727816	1.727816	0.000000	1.727816	1.727816	1.727816	0.098315	0.006985	0.519953	0.156939	0.217808	
900000	-51.916529	889	0.000185	1	7	'0 0 Z Z 0 Z 0 0 0 0 0 Z Z 0 0 Z 0 0 0 Z 	1.973684	1.973684	0.000000	0.000000	1.973684	0.000000	1.973684	1.973684	1.973684	1.973684	1.973684	0.000000	0.000000	1.973684	1.973684	0.000000	1.973684	1.973684	1.973684	0.000000	0.010124	0.217990	0.127272	0.084000	0.560614	
901000	-50.125594	771	0.000185	1	9	'Z 0 Z 0 Z Z 0 Z 0 0 0 0 0 Z 0 0 Z Z 0 Z 	0.000000	2.060020	0.000000	2.060020	0.000000	0.000000	2.060020	0.000000	2.060020	2.060020	2.060020	2.060020	2.060020	0.000000	2.060020	2.060020	0.000000	0.000000	2.060020	0.000000	0.047470	0.010495	0.522495	0.359541	0.059999	
902000	-51.392249	12	0.000185	1	3	'0 0 0 0 0 0 0 0 0 0 Z 0 0 Z 0 0 Z 0 0 0 	1.586991	1.586991	1.586991	1.586991	1.586991	1.586991	1.586991	1.586991	1.586991	1.586991	0.000000	1.586991	1.586991	0.000000	1.586991	1.586991	0.000000	1.586991	1.586991	1.586991	0.077615	0.301631	0.175962	0.221732	0.223060	
903000	-51.093347	675	0.000185	1	8	'Z 0 Z Z Z 0 0 Z 0 0 Z 0 0 0 0 0 0 Z 0 Z 	0.000000	1.913989	0.000000	0.000000	0.000000	1.913989	1.913989	0.000000	1.913989	1.913989	0.000000	1.913989	1.913989	1.913989	1.913989	1.913989	1.913989	0.000000	1.913989	0.000000	0.000342	0.214523	0.055856	0.727067	0.002212	
904000	-50.199846	343	0.000185	1	11	'Z Z Z Z 0 Z 0 Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	2.170418	0.000000	2.170418	0.000000	2.170418	2.170418	2.170418	2.170418	0.000000	2.170418	2.170418	0.000000	0.000000	0.000000	2.170418	0.000000	0.000000	0.003841	0.701752	0.143344	0.151064	
905000	-49.931400	350	0.000185	1	6	'0 Z 0 Z Z 0 0 Z 0 0 0 0 0 0 0 0 Z Z 0 0 	1.572205	0.000000	1.572205	0.000000	0.000000	1.572205	1.572205	0.000000	1.572205	1.572205	1.572205	1.572205	1.572205	1.572205	1.572205	1.572205	0.000000	0.000000	1.572205	1.572205	0.007687	0.061585	0.455787	0.313730	0.161211	
906000	-49.781006	722	0.000185	1	10	'Z Z 0 Z Z 0 0 Z 0 0 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	0.000000	2.025000	0.000000	0.000000	2.025000	2.025000	0.000000	2.025000	2.025000	2.025000	2.025000	2.025000	0.000000	2.025000	0.000000	0.000000	0.000000	2.025000	0.000000	0.000265	0.112985	0.734342	0.093734	0.058674	
907000	-50.545755	370	0.000185	1	5	'Z 0 Z Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	1.604596	0.000000	0.000000	1.604596	0.000000	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	1.604596	0.000000	1.604596	1.604596	0.005444	0.048631	0.449013	0.289611	0.207302	
908000	-50.824860	7	0.000185	1	4	'Z 0 0 0 0 0 0 0 0 0 0 Z Z 0 0 Z 0 0 0 0 	0.000000	1.593234	1.593234	1.593234	1.593234	1.593234	1.593234	1.593234	1.593234	1.593234	1.593234	0.000000	0.000000	1.593234	1.593234	0.000000	1.593234	1.593234	1.593234	1.593234	0.052984	0.238280	0.065057	0.042268	0.601411	
909000	-52.395315	662	0.000283	1	4	'0 0 0 0 Z 0 Z 0 0 0 0 0 0 0 Z 0 0 0 0 Z 	1.707420	1.707420	1.707420	1.707420	0.000000	1.707420	0.000000	1.707420	1.707420	1.707420	1.707420	1.707420	1.707420	1.707420	0.000000	1.707420	1.707420	1.707420	1.707420	0.000000	0.063748	0.124467	0.480197	0.136641	0.194946	
910000	-51.034825	285	0.000231	1	9	'Z Z Z Z Z 0 0 Z Z 0 0 0 0 0 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.777875	1.777875	0.000000	0.000000	1.777875	1.777875	1.777875	1.777875	1.777875	1.777875	0.000000	1.777875	1.777875	1.777875	0.000000	0.000000	0.047336	0.437169	0.190048	0.325448	
911000	-48.258789	6	0.000231	1	9	'0 0 Z Z 0 0 0 Z 0 0 Z 0 Z Z 0 Z 0 Z 0 Z 	2.265101	2.265101	0.000000	0.000000	2.265101	2.265101	2.265101	0.000000	2.265101	2.265101	0.000000	2.265101	0.000000	0.000000	2.265101	0.000000	2.265101	0.000000	2.265101	0.000000	0.043269	0.398353	0.251803	0.279370	0.027205	
912000	-49.365453	430	0.000231	1	7	'0 Z 0 Z Z 0 Z 0 0 0 0 0 0 0 0 0 Z Z 0 Z 	1.703112	0.000000	1.703112	0.000000	0.000000	1.703112	0.000000	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	0.000000	0.000000	1.703112	0.000000	0.057520	0.029918	0.417536	0.472939	0.022087	
913000	-50.725997	283	0.000231	1	5	'0 0 0 0 Z 0 0 0 0 0 Z 0 Z 0 0 0 Z 0 0 Z 	1.635703	1.635703	1.635703	1.635703	0.000000	1.635703	1.635703	1.635703	1.635703	1.635703	0.000000	1.635703	0.000000	1.635703	1.635703	1.635703	0.000000	1.635703	1.635703	0.000000	0.114970	0.200757	0.081179	0.573563	0.029531	
914000	-54.411529	523	0.000231	1	6	'0 0 Z Z 0 0 0 0 0 0 0 Z 0 Z 0 0 0 0 Z Z 	1.935946	1.935946	0.000000	0.000000	1.935946	1.935946	1.935946	1.935946	1.935946	1.935946	1.935946	0.000000	1.935946	0.000000	1.935946	1.935946	1.935946	1.935946	0.000000	0.000000	0.043599	0.295578	0.438424	0.190284	0.032115	
915000	-50.237521	714	0.000231	1	6	'0 0 Z 0 Z 0 0 0 0 0 Z 0 Z 0 0 Z 0 0 0 Z 	1.767016	1.767016	0.000000	1.767016	0.000000	1.767016	1.767016	1.767016	1.767016	1.767016	0.000000	1.767016	0.000000	1.767016	1.767016	0.000000	1.767016	1.767016	1.767016	0.000000	0.024792	0.312242	0.067787	0.546170	0.049009	
916000	-48.453626	147	0.000231	1	5	'0 0 0 0 Z 0 0 0 0 0 0 Z Z 0 0 0 0 Z 0 Z 	1.701681	1.701681	1.701681	1.701681	0.000000	1.701681	1.701681	1.701681	1.701681	1.701681	1.701681	0.000000	0.000000	1.701681	1.701681	1.701681	1.701681	0.000000	1.701681	0.000000	0.084060	0.243575	0.275921	0.303741	0.092702	
917000	-48.770697	957	0.000231	1	5	'Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 Z 0 Z 0 Z 	0.000000	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	0.000000	1.808036	1.808036	1.808036	0.000000	1.808036	0.000000	1.808036	0.000000	0.059866	0.332000	0.235829	0.186353	0.185953	
918000	-47.885318	638	0.000231	1	8	'Z 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	0.000000	1.829268	0.000000	1.829268	1.829268	1.829268	0.000000	1.829268	1.829268	1.829268	1.829268	1.829268	0.000000	1.829268	1.829268	0.000000	0.000000	0.000000	1.829268	0.000000	0.031487	0.120198	0.460368	0.345118	0.042829	
919000	-48.616344	649	0.000231	1	9	'0 Z 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	2.270179	0.000000	2.270179	0.000000	2.270179	2.270179	0.000000	2.270179	2.270179	2.270179	2.270179	0.000000	2.270179	0.000000	2.270179	0.000000	0.000000	0.000000	2.270179	0.000000	0.029531	0.432943	0.250429	0.037545	0.249552	
920000	-47.808309	36	0.000231	1	12	'Z Z Z Z 0 0 0 Z 0 0 Z 0 Z Z 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	2.445652	2.445652	2.445652	0.000000	2.445652	2.445652	0.000000	2.445652	0.000000	0.000000	2.445652	0.000000	0.000000	0.000000	2.445652	0.000000	0.000000	0.382324	0.275467	0.299257	0.042952	
